Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg)
13.03.2009 07:10:00,989.72,4.5,278.48,2.25,85.3,8.43,7.19,1.24,4.53,7.26,1238.34,2.79,4.5,259.1
13.03.2009 07:20:00,989.81,4.52,278.5,2.21,84.9,8.44,7.17,1.27,4.52,7.24,1238.35,2.72,5.88,261.7
13.03.2009 07:30:00,989.94,4.74,278.71,2.33,84.3,8.57,7.23,1.35,4.55,7.3,1237.51,2.78,4.75,259.9
13.03.2009 07:40:00,990.04,5.24,279.2,2.48,82.3,8.88,7.31,1.57,4.6,7.38,1235.37,2.18,4.13,254.1
13.03.2009 07:50:00,990.22,5.12,279.07,2.35,82.2,8.8,7.24,1.57,4.56,7.31,1236.16,2.83,4.88,261.7
13.03.2009 08:00:00,990.39,5.17,279.1,2.4,82.2,8.84,7.26,1.57,4.57,7.33,1236.13,3.03,5.63,257.8
13.03.2009 08:10:00,990.57,5.35,279.27,2.47,81.6,8.94,7.3,1.65,4.6,7.37,1235.56,2.59,5.5,263.4
13.03.2009 08:20:00,990.67,5.54,279.45,2.53,80.9,9.06,7.33,1.73,4.62,7.4,1234.84,3.05,5.88,263
13.03.2009 08:30:00,990.74,5.76,279.66,2.59,80,9.2,7.36,1.84,4.63,7.43,1233.93,3.87,6,266.9
13.03.2009 08:40:00,990.85,5.94,279.83,2.68,79.5,9.32,7.41,1.91,4.66,7.48,1233.25,4.07,6.25,270.9
13.03.2009 08:50:00,991.04,5.97,279.85,2.64,79.1,9.34,7.39,1.95,4.65,7.45,1233.36,3.58,7.75,270.9
13.03.2009 09:00:00,991.2,6.04,279.9,2.67,78.9,9.38,7.4,1.98,4.66,7.47,1233.25,3.29,6.63,272.8
13.03.2009 09:10:00,991.33,6.13,279.99,2.69,78.5,9.44,7.41,2.03,4.66,7.48,1233,3.31,6.63,291.3
13.03.2009 09:20:00,991.38,6.6,280.45,2.98,77.6,9.75,7.57,2.18,4.76,7.63,1230.92,3.26,6.25,275.4
13.03.2009 09:30:00,991.43,7.22,281.07,3.18,75.4,10.18,7.68,2.5,4.83,7.74,1228.21,3.24,5.63,277
13.03.2009 09:40:00,991.46,7.11,280.96,2.98,74.9,10.1,7.57,2.54,4.76,7.63,1228.78,3.5,7,272.8
13.03.2009 09:50:00,991.49,7.22,281.07,2.99,74.4,10.18,7.57,2.61,4.77,7.64,1228.33,2.77,6.13,287.1
13.03.2009 10:00:00,991.54,7.5,281.34,3.14,73.8,10.38,7.66,2.72,4.82,7.72,1227.13,3.62,6.38,288.7
13.03.2009 10:10:00,991.61,7.71,281.55,3.15,72.8,10.53,7.66,2.86,4.82,7.73,1226.29,2.75,5.63,303
13.03.2009 10:20:00,991.71,7.93,281.76,3.15,71.7,10.69,7.66,3.02,4.82,7.73,1225.46,2.72,6.25,291.4
13.03.2009 10:30:00,991.79,7.98,281.8,3.18,71.6,10.72,7.68,3.05,4.83,7.74,1225.33,3.29,6.38,276.4
13.03.2009 10:40:00,991.91,7.97,281.78,3.07,71.1,10.72,7.62,3.1,4.79,7.68,1225.55,3.12,4.88,286.5
13.03.2009 10:50:00,991.94,8.11,281.92,2.82,69.16,10.82,7.48,3.34,4.71,7.54,1225.04,3.63,7.38,275.1
13.03.2009 11:00:00,992.11,8.31,282.11,2.85,68.39,10.97,7.5,3.47,4.72,7.56,1224.37,3.64,6.5,274.7
13.03.2009 11:10:00,992.24,8.22,282.01,2.66,67.86,10.9,7.4,3.5,4.65,7.45,1224.97,3.78,5.88,281.3
13.03.2009 11:20:00,992.27,8.47,282.26,2.51,66.05,11.09,7.32,3.76,4.6,7.38,1223.96,3.82,7.38,274.1
13.03.2009 11:30:00,992.35,8.65,282.43,2.55,65.42,11.22,7.34,3.88,4.62,7.4,1223.27,3.03,6,280.8
13.03.2009 11:40:00,992.4,8.73,282.51,2.63,65.45,11.28,7.39,3.9,4.64,7.44,1222.96,3.37,6,271.9
13.03.2009 11:50:00,992.44,8.86,282.63,2.91,66.17,11.38,7.53,3.85,4.73,7.59,1222.38,3.44,7.13,257.6
13.03.2009 12:00:00,992.49,9.03,282.8,2.85,65.11,11.52,7.5,4.02,4.71,7.56,1221.72,3.46,6.25,261
13.03.2009 12:10:00,992.55,9.2,282.96,2.71,63.73,11.65,7.42,4.23,4.67,7.48,1221.09,3.96,6.63,269.2
13.03.2009 12:20:00,992.64,9.27,283.03,2.52,62.57,11.7,7.32,4.38,4.6,7.38,1220.95,3.05,5.5,273.9
13.03.2009 12:30:00,992.68,8.87,282.62,2.33,63.45,11.39,7.23,4.16,4.54,7.28,1222.77,3.68,6,265.4
13.03.2009 12:40:00,992.69,8.6,282.35,2.25,64.23,11.19,7.18,4,4.51,7.24,1223.98,3.34,5.25,263.2
13.03.2009 12:50:00,992.69,8.94,282.69,2.59,64.32,11.45,7.36,4.08,4.63,7.42,1222.42,3.09,5.25,256.9
13.03.2009 13:00:00,992.64,9.59,283.35,2.72,62.12,11.96,7.43,4.53,4.67,7.48,1219.52,2.99,4.75,259.5
13.03.2009 13:10:00,992.62,9.21,282.97,2.36,62.13,11.66,7.24,4.41,4.55,7.3,1221.22,3.34,5.25,270.4
13.03.2009 13:20:00,992.53,9.11,282.88,2.33,62.41,11.58,7.23,4.35,4.54,7.28,1221.55,2.48,4.88,258.3
13.03.2009 13:30:00,992.55,9.27,283.03,2.29,61.59,11.7,7.21,4.5,4.53,7.26,1220.89,2.71,4.25,279.6
13.03.2009 13:40:00,992.55,9.36,283.12,2.27,61.13,11.78,7.2,4.58,4.52,7.25,1220.51,2.15,4.63,267.2
13.03.2009 13:50:00,992.49,10.18,283.95,2.43,58.48,12.44,7.28,5.17,4.57,7.33,1216.86,3.66,6.5,253.8
13.03.2009 14:00:00,992.54,10.11,283.88,2.02,57.09,12.38,7.07,5.31,4.44,7.12,1217.32,3.56,5.88,274.8
13.03.2009 14:10:00,992.57,9.74,283.5,1.83,57.73,12.08,6.97,5.11,4.38,7.03,1219,3.68,6.88,284.7
13.03.2009 14:20:00,992.53,9.55,283.32,2.05,59.38,11.93,7.08,4.84,4.45,7.14,1219.72,3.14,6.13,252.7
13.03.2009 14:30:00,992.49,10.43,284.2,2.02,55.87,12.65,7.07,5.58,4.44,7.12,1215.89,3.35,6,252.4
13.03.2009 14:40:00,992.61,10.08,283.84,1.37,54.59,12.36,6.75,5.61,4.24,6.8,1217.69,2.82,5.38,266.7
13.03.2009 14:50:00,992.66,9.58,283.34,1.27,56.04,11.95,6.7,5.25,4.21,6.75,1219.93,2.86,6.25,261.3
13.03.2009 15:00:00,992.64,9.87,283.63,1.38,55.39,12.19,6.75,5.44,4.24,6.8,1218.63,2.95,6.13,255.3
13.03.2009 15:10:00,992.68,10.24,284,1.1,52.96,12.49,6.62,5.88,4.16,6.67,1217.15,3.02,5.13,251.4
13.03.2009 15:20:00,992.71,10.02,283.77,0.86,52.81,12.31,6.5,5.81,4.08,6.55,1218.18,3.12,5.75,263.5
13.03.2009 15:30:00,992.69,10.4,284.16,0.76,51.1,12.63,6.45,6.17,4.05,6.5,1216.55,2.82,6.13,266.9
13.03.2009 15:40:00,992.75,10.32,284.07,0.68,51.1,12.56,6.42,6.14,4.03,6.47,1216.98,2.27,4.88,255.2
13.03.2009 15:50:00,992.79,9.79,283.54,0.47,52.15,12.12,6.32,5.8,3.97,6.37,1219.36,2.84,4.38,263.3
13.03.2009 16:00:00,992.79,9.68,283.43,0.79,53.78,12.03,6.47,5.56,4.06,6.52,1219.76,1.69,3.38,260.6
13.03.2009 16:10:00,992.79,10.07,283.82,0.96,53.01,12.35,6.55,5.8,4.11,6.6,1218.04,2.32,5.13,275.9
13.03.2009 16:20:00,992.8,9.85,283.6,0.93,53.71,12.17,6.54,5.63,4.11,6.58,1219.01,1.96,3.63,284.7
13.03.2009 16:30:00,992.83,9.62,283.36,0.75,53.81,11.98,6.45,5.54,4.05,6.5,1220.08,2.06,4.38,262.6
13.03.2009 16:40:00,992.9,9.75,283.49,0.63,52.88,12.09,6.39,5.7,4.01,6.44,1219.63,2.08,4.38,252.8
13.03.2009 16:50:00,993,9.52,283.25,0.57,53.5,11.9,6.37,5.54,4,6.41,1220.76,2.71,4.75,275.2
13.03.2009 17:00:00,993.13,9.19,282.91,0.64,54.97,11.64,6.4,5.24,4.02,6.44,1222.32,2.45,4.38,259.8
13.03.2009 17:10:00,993.18,8.94,282.65,0.9,56.95,11.45,6.52,4.93,4.09,6.56,1223.42,2.43,3.88,265.8
13.03.2009 17:20:00,993.26,8.76,282.47,1.04,58.25,11.31,6.59,4.72,4.14,6.63,1224.26,2.28,3.5,262
13.03.2009 17:30:00,993.3,8.61,282.31,1.04,58.86,11.19,6.59,4.6,4.14,6.63,1224.97,1.85,3,257.5
13.03.2009 17:40:00,993.39,8.44,282.13,1.14,59.97,11.06,6.64,4.43,4.17,6.68,1225.8,1.94,3,254
13.03.2009 17:50:00,993.37,8.21,281.91,1.2,61.17,10.89,6.66,4.23,4.18,6.71,1226.76,2.43,3.5,255.4
13.03.2009 18:00:00,993.4,7.98,281.67,1.19,62.08,10.72,6.66,4.07,4.18,6.7,1227.8,2.6,4.13,262.2
13.03.2009 18:10:00,993.42,7.85,281.54,1.02,61.86,10.63,6.58,4.05,4.13,6.62,1228.44,2.66,3.75,263.9
13.03.2009 18:20:00,993.5,7.74,281.42,0.92,61.89,10.55,6.53,4.02,4.1,6.57,1229.03,2.59,3.5,258.9
13.03.2009 18:30:00,993.55,7.63,281.31,0.87,62.14,10.47,6.51,3.96,4.08,6.55,1229.59,2.27,3.5,258.5
13.03.2009 18:40:00,993.55,7.49,281.17,0.9,62.86,10.37,6.52,3.85,4.09,6.56,1230.19,1.76,3.25,263.8
13.03.2009 18:50:00,993.63,7.33,281,0.95,63.81,10.26,6.55,3.71,4.11,6.59,1230.99,1.53,2.5,260.5
13.03.2009 19:00:00,993.66,7.15,280.82,1.01,64.87,10.13,6.57,3.56,4.12,6.61,1231.81,1.76,2.88,255.6
13.03.2009 19:10:00,993.68,7,280.67,1.06,65.79,10.03,6.6,3.43,4.14,6.64,1232.48,1.85,3,248.7
13.03.2009 19:20:00,993.72,6.91,280.58,1.08,66.29,9.97,6.61,3.36,4.15,6.65,1232.9,2.37,3,249.7
13.03.2009 19:30:00,993.82,6.91,280.57,1.09,66.34,9.97,6.61,3.35,4.15,6.65,1233.04,2.07,3,251.4
13.03.2009 19:40:00,993.82,6.92,280.57,1.14,66.54,9.97,6.63,3.34,4.16,6.68,1233,2.24,3,252.5
13.03.2009 19:50:00,993.91,6.92,280.57,1.14,66.54,9.97,6.64,3.34,4.16,6.68,1233.1,2.28,3.13,249.9
13.03.2009 20:00:00,994,6.82,280.47,1.1,66.76,9.91,6.61,3.29,4.15,6.65,1233.65,2.65,3.38,250
13.03.2009 20:10:00,994.04,6.83,280.47,1.1,66.75,9.91,6.62,3.3,4.15,6.66,1233.65,1.73,2.38,248.7
13.03.2009 20:20:00,994.11,6.81,280.44,1.11,66.88,9.9,6.62,3.28,4.15,6.66,1233.84,2.05,2.75,243
13.03.2009 20:30:00,994.12,6.82,280.45,1.11,66.84,9.9,6.62,3.28,4.15,6.66,1233.82,1.88,2.5,244.5
13.03.2009 20:40:00,994.13,6.77,280.4,1.06,66.82,9.87,6.59,3.27,4.14,6.63,1234.05,1.78,2.5,235.7
13.03.2009 20:50:00,994.15,6.44,280.07,0.97,67.96,9.65,6.55,3.09,4.11,6.59,1235.57,2.68,3.25,225.1
13.03.2009 21:00:00,994.24,5.64,279.26,0.91,71.5,9.13,6.53,2.6,4.09,6.56,1239.22,0.8,1.88,211.8
13.03.2009 21:10:00,994.27,4.61,278.23,0.8,76.2,8.49,6.47,2.02,4.06,6.51,1243.89,1.21,2.38,192
13.03.2009 21:20:00,994.28,4.04,277.65,0.81,79.4,8.16,6.48,1.68,4.06,6.51,1246.46,1.29,2.13,222.2
13.03.2009 21:30:00,994.22,4.16,277.78,0.84,78.9,8.23,6.49,1.74,4.07,6.53,1245.84,1.15,1.88,216.8
13.03.2009 21:40:00,994.16,4.14,277.77,0.84,79,8.22,6.49,1.73,4.07,6.53,1245.83,0.86,1.25,197.5
13.03.2009 21:50:00,994.16,4.1,277.73,0.89,79.5,8.2,6.52,1.68,4.09,6.55,1245.99,0.84,1.25,196.8
13.03.2009 22:00:00,994.18,4.04,277.67,0.87,79.7,8.16,6.51,1.66,4.08,6.54,1246.29,0.73,1.13,194.3
13.03.2009 22:10:00,994.28,3.95,277.57,0.8,79.8,8.11,6.47,1.64,4.06,6.51,1246.83,1.08,1.75,210.1
13.03.2009 22:20:00,994.24,3.78,277.4,0.75,80.5,8.01,6.45,1.56,4.04,6.49,1247.59,0.92,1.38,211.6
13.03.2009 22:30:00,994.19,3.63,277.25,0.76,81.4,7.93,6.45,1.47,4.05,6.49,1248.18,0.75,1.25,184.4
13.03.2009 22:40:00,994.28,3.37,276.98,0.74,82.8,7.78,6.44,1.34,4.04,6.48,1249.48,1.33,2,156.9
13.03.2009 22:50:00,994.31,3.06,276.67,0.75,84.7,7.61,6.45,1.16,4.04,6.48,1250.93,1.13,1.88,171.2
13.03.2009 23:00:00,994.29,2.83,276.45,0.77,86.2,7.49,6.46,1.03,4.05,6.5,1251.91,1.02,1.63,170.2
13.03.2009 23:10:00,994.28,2.59,276.2,0.72,87.4,7.36,6.43,0.93,4.04,6.47,1253.02,0.69,1.5,156.2
13.03.2009 23:20:00,994.28,2.41,276.02,0.63,88,7.27,6.39,0.87,4.01,6.43,1253.87,0.92,1.5,164.6
13.03.2009 23:30:00,994.28,2.4,276.02,0.64,88.1,7.27,6.4,0.86,4.01,6.44,1253.88,0.42,1.13,193.5
13.03.2009 23:40:00,994.29,2.57,276.18,0.66,87.2,7.35,6.41,0.94,4.02,6.45,1253.15,0.81,1.25,216
13.03.2009 23:50:00,994.28,2.75,276.36,0.65,86,7.45,6.4,1.04,4.02,6.44,1252.31,0.28,0.88,211.3
14.03.2009 00:00:00,994.22,2.79,276.4,0.54,85.1,7.47,6.35,1.11,3.98,6.39,1252.09,0.99,1.5,212.3
14.03.2009 00:10:00,994.12,2.68,276.3,0.35,84.6,7.41,6.27,1.14,3.93,6.3,1252.5,0.94,1.75,215.1
14.03.2009 00:20:00,994.04,2.26,275.89,0.16,85.9,7.19,6.18,1.01,3.87,6.22,1254.34,1.09,1.75,200.8
14.03.2009 00:30:00,993.94,2.01,275.64,0.19,87.7,7.06,6.19,0.87,3.88,6.23,1255.38,1.07,1.38,193.6
14.03.2009 00:40:00,993.91,1.82,275.46,0.07,88.1,6.97,6.14,0.83,3.85,6.18,1256.19,1.1,1.63,203.4
14.03.2009 00:50:00,993.91,1.65,275.29,0.02,88.9,6.88,6.12,0.76,3.84,6.15,1257.01,0.52,1.13,187
14.03.2009 01:00:00,993.91,1.52,275.16,0.1,90.2,6.82,6.15,0.67,3.86,6.19,1257.56,0.87,1.63,195.2
14.03.2009 01:10:00,993.89,1.47,275.11,0.18,91.1,6.79,6.19,0.6,3.88,6.23,1257.78,0.58,1.38,137.4
14.03.2009 01:20:00,993.91,1.35,274.99,0.09,91.3,6.73,6.15,0.59,3.86,6.19,1258.36,0.44,0.88,176.4
14.03.2009 01:30:00,993.85,1.18,274.82,-0.08,91.3,6.65,6.07,0.58,3.81,6.11,1259.09,0.64,1.38,181.3
14.03.2009 01:40:00,993.89,0.96,274.6,-0.26,91.5,6.55,5.99,0.56,3.76,6.03,1260.19,0.9,1.63,199.2
14.03.2009 01:50:00,993.79,0.97,274.62,-0.13,92.3,6.56,6.05,0.5,3.8,6.09,1259.96,0.41,0.88,167.3
14.03.2009 02:00:00,993.76,0.92,274.57,-0.18,92.3,6.53,6.03,0.5,3.78,6.06,1260.2,0.86,1.25,170
14.03.2009 02:10:00,993.59,0.72,274.38,-0.32,92.7,6.43,5.96,0.47,3.74,6,1260.94,0.83,1.63,183.9
14.03.2009 02:20:00,993.47,0.62,274.29,-0.36,93.1,6.39,5.95,0.44,3.73,5.99,1261.23,1.04,1.5,190.3
14.03.2009 02:30:00,993.41,0.48,274.15,-0.46,93.4,6.32,5.91,0.42,3.71,5.94,1261.85,0.58,0.88,190.5
14.03.2009 02:40:00,993.34,0.49,274.17,-0.39,93.8,6.33,5.94,0.39,3.73,5.98,1261.69,0.18,0.63,135.3
14.03.2009 02:50:00,993.35,0.57,274.25,-0.25,94.2,6.36,6,0.37,3.76,6.04,1261.31,0.35,0.75,239.4
14.03.2009 03:00:00,993.36,0.57,274.25,-0.3,93.9,6.37,5.98,0.39,3.75,6.02,1261.34,0.55,1,162.1
14.03.2009 03:10:00,993.28,0.44,274.13,-0.41,94,6.31,5.93,0.38,3.72,5.97,1261.83,0.83,1.75,196.8
14.03.2009 03:20:00,993.2,0.49,274.19,-0.33,94.2,6.33,5.96,0.37,3.74,6.01,1261.47,0.63,1.5,161.8
14.03.2009 03:30:00,993.16,0.48,274.18,-0.34,94.2,6.33,5.96,0.37,3.74,6,1261.48,0.41,1.13,179.2
14.03.2009 03:40:00,993.05,0.33,274.04,-0.53,93.9,6.26,5.87,0.38,3.69,5.92,1262.08,0.89,1.5,181.5
14.03.2009 03:50:00,992.98,0.13,273.84,-0.71,94,6.17,5.8,0.37,3.64,5.84,1262.94,1.12,1.63,188.1
14.03.2009 04:00:00,992.92,0.03,273.75,-0.74,94.5,6.12,5.79,0.34,3.63,5.83,1263.33,1.48,2.38,191.3
14.03.2009 04:10:00,992.8,0.07,273.79,-0.65,94.9,6.14,5.83,0.31,3.66,5.87,1262.99,1.95,3.25,177.6
14.03.2009 04:20:00,992.74,-0.06,273.67,-0.75,95.1,6.08,5.78,0.3,3.63,5.83,1263.53,0.99,1.63,187.9
14.03.2009 04:30:00,992.68,-0.15,273.59,-0.79,95.4,6.04,5.76,0.28,3.62,5.81,1263.87,1.24,1.75,194.2
14.03.2009 04:40:00,992.67,-0.22,273.51,-0.84,95.6,6.01,5.75,0.26,3.61,5.79,1264.21,1.18,1.63,206.2
14.03.2009 04:50:00,992.57,-0.24,273.5,-0.83,95.8,6,5.75,0.25,3.61,5.79,1264.16,1.3,2,213.8
14.03.2009 05:00:00,992.57,-0.18,273.56,-0.72,96.1,6.03,5.79,0.24,3.64,5.84,1263.87,1.32,1.75,209.1
14.03.2009 05:10:00,992.56,-0.1,273.64,-0.65,96.1,6.06,5.83,0.24,3.66,5.87,1263.47,1.18,1.75,197.3
14.03.2009 05:20:00,992.56,-0.1,273.64,-0.65,96.1,6.06,5.83,0.24,3.66,5.87,1263.48,1.29,1.88,174.6
14.03.2009 05:30:00,992.5,-0.19,273.56,-0.74,96.1,6.02,5.79,0.23,3.64,5.83,1263.83,1.41,1.88,176.1
14.03.2009 05:40:00,992.43,-0.3,273.45,-0.83,96.2,5.97,5.75,0.23,3.61,5.79,1264.28,1.43,2.13,174.8
14.03.2009 05:50:00,992.43,-0.35,273.4,-0.86,96.3,5.95,5.73,0.22,3.6,5.78,1264.5,1.18,1.88,183.6
14.03.2009 06:00:00,992.39,-0.37,273.39,-0.86,96.5,5.94,5.74,0.21,3.6,5.78,1264.54,1.18,1.88,181.6
14.03.2009 06:10:00,992.36,-0.42,273.34,-0.9,96.5,5.92,5.72,0.21,3.59,5.76,1264.73,1.09,1.63,183.3
14.03.2009 06:20:00,992.27,-0.46,273.31,-0.93,96.6,5.91,5.71,0.2,3.58,5.75,1264.82,0.89,1.25,195.2
14.03.2009 06:30:00,992.28,-0.46,273.3,-0.91,96.8,5.91,5.72,0.19,3.59,5.76,1264.84,1.18,2.38,179.6
14.03.2009 06:40:00,992.31,-0.44,273.33,-0.88,96.8,5.92,5.73,0.19,3.6,5.77,1264.75,1.23,2,185.8
14.03.2009 06:50:00,992.31,-0.44,273.33,-0.87,96.9,5.92,5.73,0.18,3.6,5.78,1264.75,0.84,1.75,190.4
14.03.2009 07:00:00,992.25,-0.37,273.4,-0.8,96.9,5.94,5.76,0.18,3.62,5.8,1264.36,1.02,1.75,195.4
14.03.2009 07:10:00,992.19,-0.36,273.42,-0.77,97,5.95,5.77,0.18,3.63,5.82,1264.21,1.09,1.75,198.3
14.03.2009 07:20:00,992.2,-0.21,273.57,-0.62,97,6.02,5.84,0.18,3.67,5.88,1263.49,1.07,1.88,203.6
14.03.2009 07:30:00,992.19,-0.11,273.66,-0.55,96.8,6.06,5.87,0.19,3.69,5.91,1263.02,1.25,2.13,202.1
14.03.2009 07:40:00,992.15,0.03,273.81,-0.41,96.8,6.12,5.93,0.2,3.72,5.97,1262.29,0.82,1.38,187.8
14.03.2009 07:50:00,992.13,0.22,273.99,-0.26,96.6,6.2,5.99,0.21,3.77,6.04,1261.38,0.77,1.38,190
14.03.2009 08:00:00,992.19,0.39,274.17,-0.11,96.4,6.28,6.06,0.23,3.81,6.11,1260.61,1.13,2,189.9
14.03.2009 08:10:00,992.18,0.74,274.52,0.19,96.1,6.45,6.19,0.25,3.89,6.24,1258.92,1.18,2.38,209
14.03.2009 08:20:00,992.18,1.12,274.89,0.48,95.5,6.62,6.33,0.3,3.98,6.38,1257.13,1.2,2,197.6
14.03.2009 08:30:00,992.18,1.47,275.24,0.67,94.4,6.79,6.41,0.38,4.03,6.46,1255.5,1.36,2.13,209.8
14.03.2009 08:40:00,992.13,1.68,275.46,0.69,93.1,6.9,6.42,0.48,4.04,6.47,1254.44,1.45,2.75,187.9
14.03.2009 08:50:00,992.15,1.9,275.68,0.62,91.2,7.01,6.39,0.62,4.02,6.44,1253.51,2.47,4,174.5
14.03.2009 09:00:00,992.15,2.01,275.79,0.5,89.7,7.06,6.34,0.73,3.98,6.39,1253.02,2.39,4,169.2
14.03.2009 09:10:00,992.07,2.13,275.92,0.45,88.6,7.13,6.31,0.81,3.97,6.36,1252.37,2.65,4.13,162
14.03.2009 09:20:00,992.03,2.22,276.01,0.54,88.6,7.17,6.35,0.82,3.99,6.4,1251.89,2.04,3.13,150.3
14.03.2009 09:30:00,991.95,2.6,276.4,0.87,88.3,7.37,6.51,0.86,4.09,6.56,1249.98,1.97,2.75,168.4
14.03.2009 09:40:00,991.92,3.05,276.85,1.14,87.2,7.61,6.63,0.97,4.17,6.69,1247.88,1.59,2.63,185.2
14.03.2009 09:50:00,991.94,3.4,277.2,1.26,85.8,7.8,6.69,1.11,4.21,6.75,1246.28,1.46,2.25,149.4
14.03.2009 10:00:00,991.85,4.1,277.91,1.63,83.9,8.19,6.88,1.32,4.32,6.93,1242.93,1.33,2,168.3
14.03.2009 10:10:00,991.77,4.79,278.61,1.79,80.8,8.6,6.95,1.65,4.37,7.01,1239.7,1.52,2.13,159.7
14.03.2009 10:20:00,991.77,5.44,279.26,2.05,78.7,9,7.08,1.92,4.45,7.14,1236.76,1.51,2.75,159.8
14.03.2009 10:30:00,991.73,6.13,279.95,2.12,75.4,9.44,7.12,2.32,4.48,7.18,1233.65,1.98,2.88,149.5
14.03.2009 10:40:00,991.64,6.83,280.66,2.44,73.5,9.91,7.28,2.63,4.58,7.34,1230.39,1.71,3,162.3
14.03.2009 10:50:00,991.47,7.34,281.19,2.49,71.2,10.26,7.31,2.96,4.6,7.37,1227.9,1.92,2.88,159.2
14.03.2009 11:00:00,991.36,7.55,281.41,2.53,70.4,10.41,7.33,3.08,4.61,7.39,1226.84,2.79,3.88,150
14.03.2009 11:10:00,991.34,8.03,281.89,2.87,69.81,10.76,7.51,3.25,4.73,7.58,1224.63,1.65,3,156.8
14.03.2009 11:20:00,991.27,8.77,282.64,2.82,66.16,11.32,7.49,3.83,4.71,7.55,1221.34,2.88,4.25,135.9
14.03.2009 11:30:00,991.22,8.73,282.6,2.63,65.44,11.28,7.38,3.9,4.65,7.45,1221.5,2.52,3.88,146.5
14.03.2009 11:40:00,991.07,9.11,283,2.83,64.7,11.58,7.49,4.09,4.72,7.56,1219.62,2.26,3.88,147
14.03.2009 11:50:00,990.95,9.14,283.04,2.83,64.55,11.6,7.49,4.11,4.71,7.56,1219.35,3.34,5.25,146.6
14.03.2009 12:00:00,990.86,9.51,283.41,2.93,63.41,11.9,7.54,4.35,4.75,7.61,1217.62,2.55,4.25,166.8
14.03.2009 12:10:00,990.73,9.71,283.62,2.79,61.94,12.06,7.47,4.59,4.7,7.54,1216.63,3.74,5.13,204.9
14.03.2009 12:20:00,990.63,9.64,283.56,2.68,61.74,12,7.41,4.59,4.67,7.48,1216.83,2.81,4,209.2
14.03.2009 12:30:00,990.35,9.76,283.71,2.86,62.03,12.1,7.5,4.59,4.73,7.58,1215.93,3.53,5.38,197.6
14.03.2009 12:40:00,990.18,9.74,283.7,2.8,61.85,12.08,7.47,4.61,4.71,7.55,1215.82,4.42,6,188.6
14.03.2009 12:50:00,990.05,9.91,283.88,2.84,61.34,12.22,7.5,4.72,4.72,7.57,1214.92,3.48,6.13,192.4
14.03.2009 13:00:00,989.96,10.01,283.99,2.89,61.12,12.3,7.52,4.78,4.74,7.6,1214.37,3.67,5.25,205.5
14.03.2009 13:10:00,989.77,9.83,283.82,2.69,61,12.15,7.41,4.74,4.67,7.49,1214.96,4.48,6.25,213.1
14.03.2009 13:20:00,989.7,9.86,283.86,3.02,62.34,12.18,7.59,4.59,4.79,7.67,1214.66,3.77,6.5,188.4
14.03.2009 13:30:00,989.59,9.92,283.93,2.96,61.83,12.23,7.56,4.67,4.77,7.64,1214.28,4.45,6.38,192.1
14.03.2009 13:40:00,989.4,10.09,284.11,3.09,61.69,12.37,7.63,4.74,4.81,7.71,1213.29,4.48,7.38,177.2
14.03.2009 13:50:00,989.28,9.97,284,2.94,61.52,12.27,7.55,4.72,4.76,7.63,1213.69,4.51,6.38,186.7
14.03.2009 14:00:00,989.27,10.09,284.13,2.99,61.26,12.37,7.58,4.79,4.78,7.66,1213.15,3.58,5.25,195
14.03.2009 14:10:00,989.24,10.18,284.22,2.87,60.35,12.44,7.51,4.93,4.74,7.59,1212.76,3.65,5.88,212.5
14.03.2009 14:20:00,989.19,10.18,284.22,2.58,59.12,12.44,7.36,5.09,4.64,7.44,1212.77,4.02,5.38,213
14.03.2009 14:30:00,989.14,10.28,284.33,2.66,59.06,12.53,7.4,5.13,4.67,7.48,1212.26,3.2,4.88,197.7
14.03.2009 14:40:00,989.11,10.29,284.34,2.66,59.02,12.54,7.4,5.14,4.67,7.48,1212.18,4.43,5.88,209.7
14.03.2009 14:50:00,989.08,10.23,284.28,2.79,59.8,12.48,7.47,5.02,4.71,7.55,1212.37,3.87,6.38,192.8
14.03.2009 15:00:00,989.1,10.36,284.41,2.75,59.12,12.59,7.45,5.15,4.7,7.53,1211.85,3.31,5.13,207.8
14.03.2009 15:10:00,989.06,10.15,284.2,2.16,57.48,12.42,7.14,5.28,4.5,7.22,1212.84,5.35,7.63,219.8
14.03.2009 15:20:00,989.08,9.99,284.04,2.07,57.74,12.29,7.09,5.19,4.47,7.17,1213.57,5.78,7.63,216.5
14.03.2009 15:30:00,989.01,9.89,283.95,2.26,58.92,12.2,7.19,5.01,4.53,7.27,1213.87,4.61,6,214.8
14.03.2009 15:40:00,988.9,9.85,283.91,2.4,59.66,12.17,7.26,4.91,4.58,7.34,1213.87,4.66,6.5,213.5
14.03.2009 15:50:00,988.77,9.81,283.89,2.53,60.38,12.14,7.33,4.81,4.62,7.41,1213.85,3.89,6,212.2
14.03.2009 16:00:00,988.74,9.88,283.96,2.69,60.82,12.2,7.42,4.78,4.68,7.5,1213.47,3.8,5.38,203.8
14.03.2009 16:10:00,988.68,9.95,284.03,2.8,60.98,12.25,7.47,4.78,4.71,7.56,1213.07,3.78,5.88,205.2
